noticia_id,tema_id,score,fecha_asignacion
24419,12,1,2026-03-06 20:40:34
24425,11,1,2026-03-06 20:40:34
24425,12,1,2026-03-06 20:40:34
24427,12,1,2026-03-06 20:40:34
24428,12,1,2026-03-06 20:40:34
24431,12,1,2026-03-06 20:40:34
24433,11,1,2026-03-06 20:40:34
24433,12,1,2026-03-06 20:40:34
24435,11,1,2026-03-06 20:40:34
24436,12,1,2026-03-06 20:40:34
24437,11,1,2026-03-06 20:40:34
24439,11,1,2026-03-06 20:40:34
24465,2,1,2026-03-06 20:40:34
24475,4,1,2026-03-06 20:40:34
24483,12,1,2026-03-06 20:40:34
24550,1,1,2026-03-06 20:40:36
24563,12,1,2026-03-06 20:40:36
24569,11,1,2026-03-06 20:40:36
24685,1,1,2026-03-06 20:40:38
24697,11,1,2026-03-06 20:40:38
24708,12,1,2026-03-06 20:40:38
24728,12,1,2026-03-06 20:40:38
24738,12,1,2026-03-06 20:40:39
24740,1,1,2026-03-06 20:40:39
24759,12,1,2026-03-06 20:40:39
24768,12,1,2026-03-06 20:40:39
24771,11,1,2026-03-06 20:40:39
24777,12,1,2026-03-06 20:40:39
24778,12,1,2026-03-06 20:40:39
24781,12,1,2026-03-06 20:40:39
24782,12,1,2026-03-06 20:40:39
24784,12,1,2026-03-06 20:40:39
24799,12,1,2026-03-06 20:40:40
24801,12,1,2026-03-06 20:40:40
24802,12,1,2026-03-06 20:40:40
24806,12,1,2026-03-06 20:40:40
24817,12,1,2026-03-06 20:40:40
24818,12,1,2026-03-06 20:40:40
24821,12,1,2026-03-06 20:40:40
24825,11,1,2026-03-06 20:40:40
24829,12,1,2026-03-06 20:40:40
24831,12,1,2026-03-06 20:40:40
24849,1,1,2026-03-06 20:40:40
24875,12,1,2026-03-06 20:40:41
24898,11,1,2026-03-06 20:40:41
24923,1,1,2026-03-06 20:40:41
24923,12,1,2026-03-06 20:40:41
24926,11,1,2026-03-06 20:40:42
24928,12,1,2026-03-06 20:40:42
24933,12,1,2026-03-06 20:40:42
24937,11,1,2026-03-06 20:40:42
24939,1,1,2026-03-06 20:40:42
24939,12,1,2026-03-06 20:40:42
24952,2,1,2026-03-06 20:40:42
24956,2,1,2026-03-06 20:40:42
24958,11,1,2026-03-06 20:40:42
24961,1,1,2026-03-06 20:40:42
25002,12,1,2026-03-06 20:40:43
25004,2,1,2026-03-06 20:40:43
25015,1,1,2026-03-06 20:40:43
25020,11,1,2026-03-06 20:40:43
25027,2,1,2026-03-06 20:40:43
25029,1,1,2026-03-06 20:40:43
25029,2,1,2026-03-06 20:40:43
25030,12,1,2026-03-06 20:40:43
25034,11,1,2026-03-06 20:40:43
25034,12,1,2026-03-06 20:40:43
25044,11,1,2026-03-06 20:40:43
25163,12,1,2026-03-06 20:40:43
25175,2,1,2026-03-06 20:40:43
25179,1,1,2026-03-06 20:40:43
25179,11,1,2026-03-06 20:40:43
25184,2,1,2026-03-06 20:40:44
25198,3,1,2026-03-06 20:40:44
25198,11,1,2026-03-06 20:40:44
25204,10,1,2026-03-06 20:40:44
25222,11,1,2026-03-06 20:40:44
25223,1,1,2026-03-06 20:40:44
25226,1,1,2026-03-06 20:40:44
25227,11,1,2026-03-06 20:40:44
25261,1,1,2026-03-06 20:40:44
25263,11,1,2026-03-06 20:40:44
25264,1,1,2026-03-06 20:40:44
25320,12,1,2026-03-06 20:40:44
25329,2,1,2026-03-06 20:40:44
25338,2,1,2026-03-06 20:40:45
25343,12,1,2026-03-06 20:40:45
25429,12,1,2026-03-06 20:40:45
25434,3,1,2026-03-06 20:40:45
25440,11,1,2026-03-06 20:40:45
25442,3,1,2026-03-06 20:40:45
25720,12,1,2026-03-06 20:40:45
26301,11,1,2026-03-06 20:40:45
27177,11,1,2026-03-06 20:40:46
27279,12,1,2026-03-06 20:40:46
27280,11,1,2026-03-06 20:40:46
27282,12,1,2026-03-06 20:40:46
27283,3,1,2026-03-06 20:40:46
27331,12,1,2026-03-06 20:40:46
27385,3,1,2026-03-06 20:40:47
27385,11,1,2026-03-06 20:40:47
27405,3,1,2026-03-06 20:40:47
27405,11,1,2026-03-06 20:40:47
27410,3,1,2026-03-06 20:40:47
27410,11,1,2026-03-06 20:40:47
27411,1,1,2026-03-06 20:40:47
27411,3,1,2026-03-06 20:40:47
27411,11,1,2026-03-06 20:40:47
27527,12,1,2026-03-06 20:40:47
27924,12,1,2026-03-06 20:40:48
27937,12,1,2026-03-06 20:40:48
28163,12,1,2026-03-06 20:40:48
28164,1,1,2026-03-06 20:40:48
28262,3,1,2026-03-06 20:40:48
28265,11,1,2026-03-06 20:40:48
30546,2,1,2026-03-06 20:40:49
30780,12,1,2026-03-06 20:40:49
30949,2,1,2026-03-06 20:40:49
31475,12,1,2026-03-06 20:40:49
31494,12,1,2026-03-06 20:40:49
31533,12,1,2026-03-06 20:40:49
31608,12,1,2026-03-06 20:40:49
31651,12,1,2026-03-06 20:40:50
32052,12,1,2026-03-06 20:40:50
32211,3,1,2026-03-06 20:40:50
32243,2,1,2026-03-06 20:40:50
32254,3,1,2026-03-06 20:40:50
32257,2,1,2026-03-06 20:40:50
32262,3,1,2026-03-06 20:40:50
32267,3,1,2026-03-06 20:40:50
32267,11,1,2026-03-06 20:40:50
32271,2,1,2026-03-06 20:40:50
32271,3,1,2026-03-06 20:40:50
32277,2,1,2026-03-06 20:40:51
32283,2,1,2026-03-06 20:40:51
32541,1,1,2026-03-06 20:40:51
32651,1,1,2026-03-06 20:40:51
32691,12,1,2026-03-06 20:40:51
32702,12,1,2026-03-06 20:40:51
33036,2,1,2026-03-06 20:40:52
33466,12,1,2026-03-06 20:40:52
33546,12,1,2026-03-06 20:40:52
33688,2,1,2026-03-06 20:40:52
33715,12,1,2026-03-06 20:40:52
33753,12,1,2026-03-06 20:40:53
33756,11,1,2026-03-06 20:40:53
33858,12,1,2026-03-06 20:40:53
33931,12,1,2026-03-06 20:40:53
33961,1,1,2026-03-06 20:40:53
33961,12,1,2026-03-06 20:40:53
33967,2,1,2026-03-06 20:40:53
33983,1,1,2026-03-06 20:40:53
33991,11,1,2026-03-06 20:40:53
34045,12,1,2026-03-06 20:40:54
34066,12,1,2026-03-06 20:40:54
34070,11,1,2026-03-06 20:40:54
34077,12,1,2026-03-06 20:40:54
34081,1,1,2026-03-06 20:40:54
34088,1,1,2026-03-06 20:40:54
34090,2,1,2026-03-06 20:40:54
34102,12,1,2026-03-06 20:40:54
34106,1,1,2026-03-06 20:40:54
34108,12,1,2026-03-06 20:40:54
34109,2,1,2026-03-06 20:40:55
34112,12,1,2026-03-06 20:40:55
34116,3,1,2026-03-06 20:40:55
34116,11,1,2026-03-06 20:40:55
34120,12,1,2026-03-06 20:40:55
34125,1,1,2026-03-06 20:40:55
34125,4,1,2026-03-06 20:40:55
34131,11,1,2026-03-06 20:40:55
34137,3,1,2026-03-06 20:40:55
34141,1,1,2026-03-06 20:40:55
34144,11,1,2026-03-06 20:40:55
34157,12,1,2026-03-06 20:40:55
34162,1,1,2026-03-06 20:40:55
34163,2,1,2026-03-06 20:40:55
34177,2,1,2026-03-06 20:40:55
34187,11,1,2026-03-06 20:40:56
34188,3,1,2026-03-06 20:40:56
34191,11,1,2026-03-06 20:40:56
34202,1,1,2026-03-06 20:40:56
34219,11,1,2026-03-06 20:40:56
34220,11,1,2026-03-06 20:40:56
34229,11,1,2026-03-06 20:40:56
34239,1,1,2026-03-06 20:40:56
34240,1,1,2026-03-06 20:40:56
34260,1,1,2026-03-06 20:40:56
34260,12,1,2026-03-06 20:40:56
34269,1,1,2026-03-06 20:40:56
34269,12,1,2026-03-06 20:40:56
34272,1,1,2026-03-06 20:40:57
34272,2,1,2026-03-06 20:40:57
34273,2,1,2026-03-06 20:40:57
34335,12,1,2026-03-06 20:40:57
34339,12,1,2026-03-06 20:40:57
34351,2,1,2026-03-06 20:40:57
35293,2,1,2026-03-06 20:40:58
35297,2,1,2026-03-06 20:40:58
36379,12,1,2026-03-06 20:40:58
37173,12,1,2026-03-06 20:40:58
41661,2,1,2026-03-06 20:40:58
44038,11,1,2026-03-06 20:40:58
46059,2,1,2026-03-06 20:40:58
46456,3,1,2026-03-06 20:40:59
47678,12,1,2026-03-06 20:40:59
47689,12,1,2026-03-06 20:40:59
47717,12,1,2026-03-06 20:40:59
47721,12,1,2026-03-06 20:40:59
48972,1,1,2026-03-06 20:40:59
49180,11,1,2026-03-06 20:40:59
54353,12,1,2026-03-06 20:40:59
54355,3,1,2026-03-06 20:40:59
54357,11,1,2026-03-06 20:40:59
54357,12,1,2026-03-06 20:40:59
55071,11,1,2026-03-06 20:41:00
55285,12,1,2026-03-06 20:41:00
55294,3,1,2026-03-06 20:41:00
55334,2,1,2026-03-06 20:41:00
55457,12,1,2026-03-06 20:41:00
56166,2,1,2026-03-06 20:41:00
56166,3,1,2026-03-06 20:41:00
56346,1,1,2026-03-06 20:41:01
56489,1,1,2026-03-06 20:41:01
56493,12,1,2026-03-06 20:41:01
56496,2,1,2026-03-06 20:41:01
56508,2,1,2026-03-06 20:41:01
56543,1,1,2026-03-06 20:41:01
56552,1,1,2026-03-06 20:41:01
56924,12,1,2026-03-06 20:41:02
57072,11,1,2026-03-06 20:41:02
57088,1,1,2026-03-06 20:41:02
57313,11,1,2026-03-06 20:41:02
57341,3,1,2026-03-06 20:41:02
57539,12,1,2026-03-06 20:41:03
57540,12,1,2026-03-06 20:41:03
57544,12,1,2026-03-06 20:41:03
57545,12,1,2026-03-06 20:41:03
57547,12,1,2026-03-06 20:41:03
57548,12,1,2026-03-06 20:41:03
57807,12,1,2026-03-06 20:41:03
57848,1,1,2026-03-06 20:41:04
57853,2,1,2026-03-06 20:41:04
57854,1,1,2026-03-06 20:41:04
57854,12,1,2026-03-06 20:41:04
57855,11,1,2026-03-06 20:41:04
57856,3,1,2026-03-06 20:41:04
57862,1,1,2026-03-06 20:41:04
57865,2,1,2026-03-06 20:41:04
57870,2,1,2026-03-06 20:41:04
57879,12,1,2026-03-06 20:41:04
57889,1,1,2026-03-06 20:41:04
57899,12,1,2026-03-06 20:41:04
57901,1,1,2026-03-06 20:41:04
57911,2,1,2026-03-06 20:41:04
57912,1,1,2026-03-06 20:41:04
57914,11,1,2026-03-06 20:41:04
57917,11,1,2026-03-06 20:41:05
57919,2,1,2026-03-06 20:41:05
57925,1,1,2026-03-06 20:41:05
57929,12,1,2026-03-06 20:41:05
57935,1,1,2026-03-06 20:41:05
57944,12,1,2026-03-06 20:41:05
57952,11,1,2026-03-06 20:41:05
57957,1,1,2026-03-06 20:41:05
57974,12,1,2026-03-06 20:41:05
57990,2,1,2026-03-06 20:41:05
58012,1,1,2026-03-06 20:41:06
58016,11,1,2026-03-06 20:41:06
58023,12,1,2026-03-06 20:41:06
58029,11,1,2026-03-06 20:41:06
58040,4,1,2026-03-06 20:41:06
58044,2,1,2026-03-06 20:41:06
58050,10,1,2026-03-06 20:41:06
58051,1,1,2026-03-06 20:41:06
58070,11,1,2026-03-06 20:41:06
58071,11,1,2026-03-06 20:41:06
58087,12,1,2026-03-06 20:41:07
58092,2,1,2026-03-06 20:41:07
58101,11,1,2026-03-06 20:41:07
58106,12,1,2026-03-06 20:41:07
58110,2,1,2026-03-06 20:41:07
58114,11,1,2026-03-06 20:41:07
58116,1,1,2026-03-06 20:41:07
58116,12,1,2026-03-06 20:41:07
58121,1,1,2026-03-06 20:41:07
58126,11,1,2026-03-06 20:41:07
58131,1,1,2026-03-06 20:41:07
58139,11,1,2026-03-06 20:41:07
58141,1,1,2026-03-06 20:41:07
58151,4,1,2026-03-06 20:41:08
58155,12,1,2026-03-06 20:41:08
58167,12,1,2026-03-06 20:41:08
58170,12,1,2026-03-06 20:41:08
58171,11,1,2026-03-06 20:41:08
58172,3,1,2026-03-06 20:41:08
58175,11,1,2026-03-06 20:41:08
58179,1,1,2026-03-06 20:41:08
58190,12,1,2026-03-06 20:41:08
58225,12,1,2026-03-06 20:41:08
58229,12,1,2026-03-06 20:41:08
58242,1,1,2026-03-06 20:41:08
58244,12,1,2026-03-06 20:41:08
58247,1,1,2026-03-06 20:41:08
58250,1,1,2026-03-06 20:41:08
58250,11,1,2026-03-06 20:41:08
58252,1,1,2026-03-06 20:41:08
58322,10,1,2026-03-06 20:41:08
58452,12,1,2026-03-06 20:41:09
59093,12,1,2026-03-06 20:41:10
59101,3,1,2026-03-06 20:41:10
59155,3,1,2026-03-06 20:41:10
59155,11,1,2026-03-06 20:41:10
59309,12,1,2026-03-06 20:41:10
59484,12,1,2026-03-06 20:41:10
59491,2,1,2026-03-06 20:41:10
59493,2,1,2026-03-06 20:41:10
59493,12,1,2026-03-06 20:41:10
59494,12,1,2026-03-06 20:41:10
59500,1,1,2026-03-06 20:41:10
59515,12,1,2026-03-06 20:41:10
59521,12,1,2026-03-06 20:41:10
59538,11,1,2026-03-06 20:41:10
59549,2,1,2026-03-06 20:41:11
59552,2,1,2026-03-06 20:41:11
59678,12,1,2026-03-06 20:41:11
59829,11,1,2026-03-06 20:41:11
59891,11,1,2026-03-06 20:41:11
59894,12,1,2026-03-06 20:41:11
59895,12,1,2026-03-06 20:41:11
60160,1,1,2026-03-06 20:41:11
60352,12,1,2026-03-06 20:41:12
60550,12,1,2026-03-06 20:41:12
60566,12,1,2026-03-06 20:41:12
60719,12,1,2026-03-06 20:41:12
60848,12,1,2026-03-06 20:41:13
60863,1,1,2026-03-06 20:41:13
60863,12,1,2026-03-06 20:41:13
60868,12,1,2026-03-06 20:41:13
60873,11,1,2026-03-06 20:41:13
60873,12,1,2026-03-06 20:41:13
60876,1,1,2026-03-06 20:41:13
60878,4,1,2026-03-06 20:41:13
60880,12,1,2026-03-06 20:41:13
60885,1,1,2026-03-06 20:41:13
60885,12,1,2026-03-06 20:41:13
60893,12,1,2026-03-06 20:41:13
60912,12,1,2026-03-06 20:41:13
60926,1,1,2026-03-06 20:41:14
60927,1,1,2026-03-06 20:41:14
60931,1,1,2026-03-06 20:41:14
60935,4,1,2026-03-06 20:41:14
60945,12,1,2026-03-06 20:41:14
60961,1,1,2026-03-06 20:41:14
60961,2,1,2026-03-06 20:41:14
60971,1,1,2026-03-06 20:41:14
60978,1,1,2026-03-06 20:41:14
60978,12,1,2026-03-06 20:41:14
60982,11,1,2026-03-06 20:41:14
60988,12,1,2026-03-06 20:41:14
60991,11,1,2026-03-06 20:41:14
60993,10,1,2026-03-06 20:41:15
60994,4,1,2026-03-06 20:41:15
60996,1,1,2026-03-06 20:41:15
61002,12,1,2026-03-06 20:41:15
61008,1,1,2026-03-06 20:41:15
61010,1,1,2026-03-06 20:41:15
61019,2,1,2026-03-06 20:41:15
61025,10,1,2026-03-06 20:41:15
61027,2,1,2026-03-06 20:41:15
61033,2,1,2026-03-06 20:41:15
61034,2,1,2026-03-06 20:41:15
61040,4,1,2026-03-06 20:41:15
61050,11,1,2026-03-06 20:41:15
61059,1,1,2026-03-06 20:41:15
61059,12,1,2026-03-06 20:41:15
61066,2,1,2026-03-06 20:41:15
61066,12,1,2026-03-06 20:41:15
61084,12,1,2026-03-06 20:41:16
61091,2,1,2026-03-06 20:41:16
61093,1,1,2026-03-06 20:41:16
61101,11,1,2026-03-06 20:41:16
61117,1,1,2026-03-06 20:41:16
61123,1,1,2026-03-06 20:41:16
61149,11,1,2026-03-06 20:41:17
61151,1,1,2026-03-06 20:41:17
61159,11,1,2026-03-06 20:41:17
61170,11,1,2026-03-06 20:41:17
61189,11,1,2026-03-06 20:41:17
61191,12,1,2026-03-06 20:41:17
61200,1,1,2026-03-06 20:41:17
61207,11,1,2026-03-06 20:41:17
61215,1,1,2026-03-06 20:41:17
61252,11,1,2026-03-06 20:41:18
3,1,1,2026-03-06 20:41:18
11,1,1,2026-03-06 20:41:18
15,3,1,2026-03-06 20:41:18
23,11,1,2026-03-06 20:41:18
25,1,1,2026-03-06 20:41:18
26,4,1,2026-03-06 20:41:18
27,12,1,2026-03-06 20:41:18
28,2,1,2026-03-06 20:41:18
29,4,1,2026-03-06 20:41:18
30,1,1,2026-03-06 20:41:18
30,12,1,2026-03-06 20:41:18
32,1,1,2026-03-06 20:41:18
33,3,1,2026-03-06 20:41:18
34,1,1,2026-03-06 20:41:18
34,2,1,2026-03-06 20:41:18
38,12,1,2026-03-06 20:41:18
46,12,1,2026-03-06 20:41:19
48,3,1,2026-03-06 20:41:19
59,11,1,2026-03-06 20:41:19
62,3,1,2026-03-06 20:41:19
62,4,1,2026-03-06 20:41:19
62,10,1,2026-03-06 20:41:19
63,1,1,2026-03-06 20:41:19
64,4,1,2026-03-06 20:41:19
64,10,1,2026-03-06 20:41:19
65,2,1,2026-03-06 20:41:19
67,2,1,2026-03-06 20:41:19
72,1,1,2026-03-06 20:41:19
75,2,1,2026-03-06 20:41:19
86,1,1,2026-03-06 20:41:19
86,12,1,2026-03-06 20:41:19
90,2,1,2026-03-06 20:41:19
91,2,1,2026-03-06 20:41:19
91,3,1,2026-03-06 20:41:19
92,2,1,2026-03-06 20:41:19
93,2,1,2026-03-06 20:41:19
93,4,1,2026-03-06 20:41:19
93,10,1,2026-03-06 20:41:19
95,1,1,2026-03-06 20:41:19
97,12,1,2026-03-06 20:41:19
98,2,1,2026-03-06 20:41:19
100,1,1,2026-03-06 20:41:20
106,11,1,2026-03-06 20:41:20
108,11,1,2026-03-06 20:41:20
109,1,1,2026-03-06 20:41:20
110,12,1,2026-03-06 20:41:20
112,12,1,2026-03-06 20:41:20
